date,variant_01,variant_02,variant_03,variant_04,variant_05,variant_06,variant_07,variant_08,variant_09,variant_10,variant_11,variant_12,variant_13,variant_14,variant_15,variant_16,variant_17,variant_18,variant_19,variant_20,variant_21,variant_22,variant_23,variant_24
2024-01-16,0.010381,0.006054,-0.00743,-0.014273,0.014835,0.015597,-0.00893,0.026242,0.005911,0.013395,0.005343,0.01264,-0.017168,0.006153,-0.021113,0.009826,-0.00635,0.005901,9e-05,-0.006554,0.016123,0.003008,-0.002787,-0.002886
2024-01-17,0.009783,-0.017709,-0.004387,-0.003261,-0.020822,-0.000459,0.002936,0.002871,-0.003056,0.014766,-0.008797,0.012263,-0.014231,-0.005915,-0.001303,0.007198,-0.000855,-0.004017,3.7e-05,-0.001911,0.015786,0.004142,-0.00677,-0.006967
2024-01-18,0.008334,-0.001671,0.004384,0.000421,-0.019982,0.014416,0.008006,0.000655,0.007237,0.002084,0.004982,-0.010141,0.010615,-0.006581,0.007426,-0.006724,-0.005356,-0.008364,0.006977,-0.004147,0.013554,0.010147,0.002481,-0.023961
2024-01-19,-0.027119,0.001944,0.005981,0.004475,0.009469,0.003243,-0.009557,-0.008628,0.000529,-0.008764,-0.01392,-0.004367,-0.024603,0.00513,-0.003472,0.032081,0.011345,0.021249,-0.002596,-0.005953,0.006345,-0.004686,-0.01047,0.000212
2024-01-22,-0.004099,0.005319,-0.028981,-0.003281,-0.00279,0.012176,-0.005535,-0.002737,0.028631,0.005031,0.001162,0.013239,0.01023,0.01588,-0.018366,0.008328,0.009733,0.005873,-0.00394,0.010614,0.005499,-0.00929,-0.001113,0.015808
2024-01-23,0.015808,-0.013035,-0.015716,0.021771,0.001669,-0.008811,-0.017438,0.000694,0.005128,-0.010586,0.012413,0.002915,-0.010494,-0.018031,-0.002074,0.003424,0.006706,-0.005908,0.004809,0.00242,0.004896,-0.003124,0.019819,-0.003056
2024-01-24,-0.007562,-0.000693,-0.015526,0.017331,-0.012667,0.007645,-0.009149,-0.011707,0.009824,0.000976,0.004003,-0.011444,-0.007545,0.010456,0.008189,-0.000718,-0.000312,0.002271,0.002822,0.016087,-0.001736,0.011194,0.011277,-0.012731
2024-01-25,-0.0035,0.011006,-0.001035,-0.014338,-0.006834,-0.005511,0.006759,0.00645,-0.009854,0.002926,-0.000433,0.00622,-0.014938,-0.019323,-0.008866,0.022247,0.019627,0.004838,0.005008,0.002768,-0.000766,-0.006421,0.006835,0.014939
2024-01-26,0.007536,-0.008571,0.018455,-0.004783,-0.00364,0.001018,-0.004654,-0.00955,0.001542,-0.006626,0.007576,-0.010453,-0.002513,0.014376,-0.003157,-0.005319,0.001212,-0.010029,-0.00263,-0.006399,-0.002082,-0.006314,0.006135,-0.007243
2024-01-29,0.003283,-0.012,-0.001274,0.005056,0.009883,-0.000482,-0.001256,0.002986,0.002605,0.009637,-0.010846,-0.031433,-0.009375,-0.01095,0.00175,0.005007,0.002526,-0.003538,-0.01785,-0.022628,-0.006842,0.003207,-0.017279,-0.002084
2024-01-30,0.005761,-0.005737,0.013449,0.017662,0.00257,-0.0125,-0.019318,0.001397,0.00625,0.020841,-0.01039,0.005559,-0.00874,-0.000926,-0.012265,0.000653,-0.005518,-0.014963,0.010439,0.000541,-0.005609,0.000952,0.010313,0.007543
2024-01-31,-0.003727,-0.006711,-0.008863,0.001297,0.010706,-0.010709,-0.002296,-0.009068,0.003252,-0.011266,-0.011903,-0.006643,0.003436,-0.013238,-0.009008,-0.007263,-0.002447,-0.004615,-0.010117,0.019948,-0.006844,0.015726,-0.008097,-0.005346
2024-02-01,0.020863,-0.041194,-0.001274,-0.005303,0.010948,0.001197,0.001131,0.002995,0.010123,-0.02117,0.010643,-0.013142,0.001994,0.01535,0.00639,-4e-05,-0.003767,0.020373,-0.001223,0.002406,0.003534,-0.01512,-0.019849,-0.010109
2024-02-02,-0.00171,-0.00608,-0.002552,-0.009143,-0.015472,0.021452,-0.001465,0.014032,0.001701,-0.000317,0.005425,0.006467,0.004437,0.013805,0.003255,-0.002382,-0.030682,0.009659,0.008541,-0.017112,0.005683,0.000538,-0.003845,-0.024965
2024-02-05,0.003061,-0.003228,0.014962,0.015475,-0.000298,-0.012793,0.002196,0.008584,-0.008844,-0.003678,0.005681,0.002882,0.010104,0.011767,0.012963,0.01361,0.001529,0.007863,0.003602,-0.014318,0.000811,-0.022203,0.008287,-0.016713
2024-02-06,-0.012918,-0.002251,-0.005248,0.003029,0.001768,-0.001513,0.01327,-0.016716,0.018006,0.015069,0.005551,0.010219,0.001435,-0.006981,-0.002771,0.007711,0.003696,-0.02836,0.016839,0.00832,0.005095,-0.004847,0.001384,-0.009735
2024-02-07,0.009118,0.004732,-0.012382,-0.015541,-0.003879,-0.0016,-0.006415,0.001974,-0.000796,-0.009056,0.023378,0.008638,0.008762,-0.003413,0.006746,-0.002054,-0.012404,-0.011046,0.001353,-0.013855,0.011497,-0.004815,0.005598,-0.012566
2024-02-08,8e-05,-0.00241,-0.004452,-0.002286,0.019943,-0.009559,0.005351,0.015173,0.007084,-0.005619,-0.006998,-0.014138,0.009235,0.010442,-0.00522,0.019792,-0.01586,-0.006408,-0.005216,-0.009382,0.010262,0.008586,0.011196,0.001727
2024-02-09,0.029224,0.008757,-0.002964,0.008841,0.022581,-0.001727,0.010628,-0.00772,-0.001901,0.017811,0.001349,0.000217,0.005434,0.00705,0.002643,0.00531,0.008297,0.027737,-0.00569,-0.015516,0.017023,-0.000602,-0.00066,-0.003403
2024-02-12,0.001657,-0.001048,0.004441,-0.027299,-0.008066,-0.007274,0.009242,-0.012396,-0.006352,-0.006795,-0.007553,0.012398,0.011288,0.012697,0.001309,0.010092,0.005662,-0.00386,0.00368,0.009601,0.002105,-0.004726,0.004887,0.002348
2024-02-13,-0.019491,0.004621,-0.001602,0.026931,0.001185,0.00402,-0.003566,-0.007043,0.001128,0.002521,0.014157,0.003922,-0.002832,-0.016023,0.015582,0.004456,-0.005903,-0.005316,-0.004065,-0.012432,-0.004689,0.002901,-0.006792,-0.00635
2024-02-14,0.018556,-0.007707,0.003524,0.027794,0.009509,0.017586,0.012614,-0.01214,0.000652,0.006201,-0.000617,0.007346,0.008857,0.000355,-0.014009,0.006701,-0.004465,-0.002908,-0.019971,0.006936,-0.012894,0.008699,-0.009718,0.006657
2024-02-15,0.003263,0.008853,0.012627,-0.001765,-0.003389,-0.004682,-0.004567,-0.012766,0.010582,0.022324,-0.007148,0.001374,0.011362,0.008642,0.01338,-0.011157,-0.028514,-0.001815,0.002635,-0.013745,-0.008596,-0.016016,0.00019,-0.017793
2024-02-16,0.0066,-0.005472,-0.020808,0.01412,0.004688,0.003498,0.004994,0.003423,-0.022509,-0.009026,0.004501,0.004219,-0.015667,0.023076,0.007506,-0.01035,-0.005132,0.003534,0.00261,0.022093,0.00171,0.013474,-0.015024,0.00962
2024-02-19,-0.024358,-0.002126,0.012799,0.006314,-0.023682,-0.006311,0.000211,-0.017398,0.007652,-0.004522,-0.001583,-0.016676,-0.004159,-0.020238,0.013892,-0.008931,-0.021105,-0.007124,0.016755,-0.001324,0.003044,-0.004793,0.015533,-0.011971
2024-02-20,-0.004799,0.001104,-0.006501,0.009395,-0.015418,0.001985,0.000599,0.023733,-0.01992,-0.000869,0.008338,-0.013296,0.00554,-0.000488,0.006787,0.004854,0.007008,0.01036,0.003629,0.016294,0.012831,-0.001067,-0.013249,-0.021341
2024-02-21,0.003409,0.018994,0.005566,-0.009118,0.012271,0.013662,-0.017523,-0.008496,0.012439,0.014951,-0.007125,-0.007297,-0.022396,-0.005487,0.02677,-0.002846,-0.005635,0.019015,0.006104,-0.001159,-0.013545,-0.009502,0.018303,0.005278
2024-02-22,0.010495,0.012878,0.015838,-0.015342,0.004383,0.021522,0.000138,-0.004958,-0.001924,0.002541,-0.006716,-0.00831,0.007033,-0.014664,-0.020609,-0.001224,0.003777,0.010803,-0.021187,-0.010163,-0.006117,0.006964,-0.001516,-0.004829
2024-02-23,-0.003517,0.00075,-0.00052,-0.012237,0.00011,-0.001149,-0.005005,-0.019286,-0.005938,-0.017119,-0.002896,-0.007588,-0.004951,0.007618,0.001108,-0.007339,0.022811,-0.00086,0.009879,0.007405,-0.021143,-0.00501,0.005849,0.00296
2024-02-26,-0.008816,0.006878,0.006311,0.037069,0.005449,-0.021883,-0.016995,-0.012111,0.010705,-0.010352,0.016271,0.01232,-0.010609,0.0057,-0.01247,-0.002268,-0.002995,-0.00765,-0.004708,-0.003087,0.009665,-0.006651,0.016827,0.01002
2024-02-27,-0.008298,0.001927,-0.002279,0.012719,-0.003629,-0.007041,0.009955,0.003343,0.004605,-0.003559,0.005147,-0.022367,-0.01493,0.005122,-0.010058,-0.013159,-0.007258,-0.007709,-0.009667,0.000432,0.001998,0.015925,-0.005054,-0.012028
2024-02-28,0.019455,0.002077,-0.027354,-0.009477,0.006235,-0.00627,-0.006159,0.014394,-0.008066,0.000809,0.009009,-0.021587,-0.015122,0.012899,0.008907,-0.025934,0.012688,0.002624,0.005961,-0.000147,-0.012975,0.015999,0.009522,0.015713
2024-02-29,-0.025145,0.015546,0.013871,0.01335,0.009709,-0.0003,0.006817,0.015203,-0.006331,0.008214,0.002269,0.002369,-0.006437,-0.008861,0.002202,0.011293,0.000449,0.009179,-0.003318,-0.001698,-0.000386,-0.006634,0.009597,0.012465
2024-03-01,-0.01783,0.013417,0.00726,0.020703,0.017259,0.000517,-0.003778,-0.002872,-0.015571,-0.0037,0.015213,-0.013564,-0.000305,0.010753,0.019479,0.009527,-0.003503,-0.016259,0.00488,0.003323,-0.010101,0.002062,0.009501,0.01034
2024-03-04,0.023349,-0.003828,0.014833,-0.014828,-0.001466,-0.009609,0.010797,-0.006289,-0.013528,0.002606,-0.01092,-0.016802,-0.014451,0.003989,-0.001566,-0.010171,-0.015202,0.01024,0.000537,-0.003587,-0.000519,-0.005394,0.001025,-0.00383
2024-03-05,-0.013467,0.006974,0.012434,-0.018084,-0.008321,0.002973,-0.007308,-0.003496,0.003055,-0.004177,-0.004507,0.016028,0.001163,-0.010572,0.003452,0.006236,-0.006855,-0.019285,0.002017,-0.005001,0.010389,0.001049,0.004312,0.012938
2024-03-06,0.001859,0.009321,6.7e-05,-0.005035,-0.018571,-0.000446,-0.018993,0.012871,-0.010979,-0.001567,-0.000492,-0.003396,-0.005302,-0.008189,-0.004362,-0.008673,-0.013037,-0.004032,-0.000547,-0.012616,0.008821,0.023829,0.006366,-0.025025
2024-03-07,-0.012043,0.009063,-0.007408,-0.015544,-0.011909,-0.007205,-0.013125,-0.008828,-0.00327,0.02938,0.002154,-0.002054,0.003171,0.012197,0.004924,-0.00605,-0.002835,-0.010459,-0.012716,0.007909,0.010737,-0.009365,-0.025962,-4.6e-05
2024-03-08,0.009265,0.004022,0.007608,0.007189,0.013174,0.002976,-0.010182,-0.000906,-0.00055,-0.002818,0.016968,0.005558,0.002531,-0.009458,0.007927,-0.022513,-0.011916,0.003664,0.000476,0.008639,-0.005383,-0.013045,0.010136,-0.013011
2024-03-11,-0.014413,-0.00769,0.000905,-0.000902,-0.020129,-0.005664,-0.010528,-0.004441,0.015991,0.0093,-0.024025,-0.005082,0.008539,0.005295,-0.012642,0.010818,0.010093,-0.008628,0.004562,-0.002518,0.006982,-0.020393,-0.014495,0.00695
2024-03-12,-0.002942,-0.00589,0.013855,0.010592,0.026748,-0.002226,-0.013413,8.6e-05,0.007487,0.006572,-0.013397,-0.019632,0.004454,0.015133,-0.014186,0.002577,0.011355,-0.013215,0.004635,0.012322,0.027033,0.013229,0.002613,0.009964
2024-03-13,0.004625,0.00195,0.010634,0.009008,0.005678,-0.013862,-0.018749,0.011827,-0.011885,-0.002557,0.014875,0.000849,0.014104,0.019796,0.00877,-0.011255,-0.011701,-0.006556,0.022061,0.010054,-0.011206,0.010664,0.006427,0.000737
2024-03-14,-0.019313,0.016897,0.014326,0.005128,0.008544,-0.01118,0.012543,-0.014226,0.005083,0.011138,-0.001891,-0.01451,-0.003836,0.005309,-0.005306,-0.014266,-0.004026,0.003963,0.004305,0.002205,0.001557,0.002261,-0.018551,0.00889
2024-03-15,0.014143,0.001847,0.008608,0.000179,0.00226,0.023183,0.011095,0.02347,-0.011604,-0.004726,0.003948,0.004298,-0.010787,-0.006002,-0.006518,0.010208,-0.013934,-0.015861,-0.00958,-0.002147,-0.00703,-0.00795,-0.017543,-0.000241
2024-03-18,0.003659,-0.022587,0.020704,-0.012653,-0.015145,0.013956,0.013082,0.007881,0.012239,-0.014862,0.018772,-0.005874,0.006514,0.016246,-0.013632,-0.002198,0.026121,-0.000734,-0.004003,0.002637,0.011434,-0.013283,0.011117,-0.023247
2024-03-19,0.002938,-0.001515,-0.027355,-0.005988,0.024261,0.008592,0.012517,0.002973,-0.019702,-0.015043,0.004086,0.005049,0.0047,-0.009435,-0.021369,-0.010267,-0.016897,-0.005263,0.014884,-0.004884,0.032602,-0.009066,-0.000784,0.008211
2024-03-20,0.012664,0.010431,-0.021126,-0.009445,-0.001483,0.00911,-0.015149,-0.011882,0.005195,0.004107,0.01388,-0.005624,-0.003087,-0.00966,-0.009213,-0.020021,0.01844,-0.014956,0.013639,0.007929,0.002832,0.01101,-0.000675,-0.012617
2024-03-21,0.017628,0.001142,-0.017849,-0.007463,-0.004931,-0.009242,0.007637,0.01614,-0.002991,0.017667,0.001498,0.001935,-0.017479,0.013249,0.01188,0.001497,-0.009609,0.000631,-0.004717,-0.004359,0.010108,0.033115,-0.010556,0.010601
2024-03-22,0.002105,-0.011575,0.004912,-0.012756,0.00575,-0.020729,-0.022062,0.002344,0.002581,-0.001046,-0.00482,0.026691,-0.006778,-0.004495,-0.016141,0.004969,0.004381,-0.012654,0.011143,0.005645,0.013234,-0.007745,-0.006872,-0.008858
2024-03-25,0.004565,0.012751,-0.003545,-0.005671,0.012249,-0.026529,-0.003898,0.012513,-0.002122,0.008969,-0.006218,0.009778,-0.012209,-0.005078,0.018282,-0.00086,-0.017086,0.001817,0.000454,-0.005718,0.011043,-0.007277,-0.00406,0.00994
2024-03-26,0.01712,0.004406,-0.002431,-0.022432,0.016115,-0.010277,-0.020176,-0.008169,-0.004388,-0.013156,-0.003411,-0.012793,0.001143,-0.030482,0.001892,0.024479,0.012231,0.004238,0.002003,-0.010239,-0.009463,-0.005147,-0.00301,0.025615
2024-03-27,-0.00529,0.021069,0.006316,0.002749,0.012922,0.003823,0.017112,-0.001743,0.001447,-0.00795,-0.016415,-0.007183,-0.013074,-0.005099,0.003507,0.004895,-0.002324,-0.02811,-0.002833,0.010023,-0.01481,-0.001163,0.014216,0.01512
2024-03-28,-0.004913,-0.006009,0.009119,-0.01391,-0.008381,0.005349,0.009577,-0.000434,-0.001618,-0.002544,0.013815,0.005022,-0.001428,-0.004445,0.002249,-0.00913,-0.006138,0.006673,-0.016674,0.004231,-0.010871,0.023188,0.003366,0.000517
2024-03-29,1.1e-05,0.013848,0.01376,-0.016763,-0.012093,0.003162,-0.005991,-0.000982,0.011957,-0.023011,-0.007575,0.014322,-0.006334,-0.001169,0.015314,0.002605,0.021914,-0.002697,0.005639,-0.00314,0.001055,-0.005312,0.010145,0.009021
2024-04-01,0.004096,-0.008226,0.007079,-0.013356,0.001858,-0.000794,0.007357,-8.8e-05,0.00423,0.015542,-0.00103,0.01035,-0.00952,-0.004517,-0.002782,0.006239,-0.005281,0.010774,-0.010641,0.010988,-0.009536,0.001375,-0.013362,-0.008435
2024-04-02,0.001315,-0.006143,-0.016743,0.008447,0.004802,0.000691,0.01361,-0.003771,0.002717,-0.011362,-0.004097,0.016347,-0.001132,-0.014917,-0.005685,-0.003976,0.001898,0.007912,0.007155,-0.00916,0.012492,-0.004438,-0.01219,9.1e-05
2024-04-03,-0.015956,0.002928,-0.009107,0.000474,-0.006229,-0.000965,-0.005951,0.002017,0.007111,0.000567,0.014566,1.4e-05,0.021912,-0.014156,-0.007427,0.001935,-0.014152,-0.016472,0.00283,0.007825,0.00917,0.001242,0.002767,0.026667
2024-04-04,0.005144,-0.009192,-0.003398,-0.000181,-0.008997,0.002901,-0.008236,-0.003282,-0.007264,0.001277,-0.00339,0.025904,-0.003514,-0.006625,-0.01505,-0.002914,-0.006531,0.002165,0.0193,-0.00751,0.003413,-0.021805,-0.015845,0.014882
2024-04-05,0.006138,0.012244,-0.011528,0.000114,0.000597,-0.010315,-0.007899,0.010704,0.010772,-0.00864,0.009517,-0.009081,-0.007891,0.016938,0.005744,-0.002375,0.00697,0.003807,-0.000601,-0.009027,-0.002241,0.00919,0.007899,-0.019791
2024-04-08,-0.000537,-0.001008,-0.001585,-0.008537,0.001085,0.00131,0.006133,0.005914,-0.001213,-0.002714,-0.007708,-0.008448,0.014189,0.005386,-0.023535,-0.0196,0.012115,-0.030461,-0.002481,-0.000539,0.007111,-0.02057,0.007209,0.008653
2024-04-09,-0.014662,0.009854,-0.015817,0.009797,-0.014497,-0.011306,-0.00022,0.00099,-0.003843,-0.015893,0.003956,0.00695,-0.006972,0.003684,-0.000154,0.018536,-0.014774,0.020481,-0.014028,0.010946,-0.011481,-0.00325,-0.00766,-0.006561
2024-04-10,0.003099,0.012856,0.002783,-0.013987,-0.004742,0.000733,-0.015612,-0.004132,-0.001475,-0.007154,0.005682,-0.004951,-0.004263,0.018649,-0.006969,-0.002832,-0.003721,0.010134,0.034306,-0.008636,0.000167,-0.009608,-0.006573,-0.018454
2024-04-11,0.002886,-0.032554,0.002118,-0.016203,-0.024802,-0.000936,0.007544,0.001655,0.013672,0.0257,0.023933,-0.008538,0.002625,-0.012769,0.008884,-0.015588,0.015108,0.012048,-0.009247,-0.004812,-0.000338,0.00566,0.0082,0.023546
2024-04-12,-0.001331,0.005003,0.002258,-0.026602,-0.009251,0.017398,0.011052,0.005791,0.007567,0.001016,-0.015469,0.019787,0.017583,0.02389,0.004847,0.006271,0.003087,0.005833,0.000453,0.007937,0.014599,0.005345,-0.003571,0.008118
2024-04-15,-0.011912,-0.004,0.008917,-0.019981,-0.000622,0.018644,0.006512,-0.009262,-0.004027,0.014956,0.009674,0.007943,-0.009922,-0.007225,-0.013927,-0.005531,-0.015591,0.00751,0.001876,0.009902,-0.006351,-0.019539,0.004903,-0.005609
2024-04-16,-0.014315,0.004912,-0.025005,-0.01046,-0.012067,0.003458,0.004004,0.00631,0.007376,-0.005603,-0.014473,-0.011054,-0.007468,0.003872,0.015403,-0.006439,-0.004163,0.011528,0.008472,-0.017765,-0.006226,-0.015673,0.019751,-0.02323
2024-04-17,-0.003478,-0.004382,0.008946,-0.009343,0.002419,-0.010996,-0.000605,-0.00399,0.013823,0.012804,-0.006088,0.022431,-0.014789,0.015256,-0.015025,0.007945,0.001696,-0.020605,0.001858,0.015397,-0.00184,-0.009275,-0.007179,0.005337
2024-04-18,-0.017332,-0.002896,0.01197,-0.016609,0.011015,0.01794,0.000424,-0.001214,0.002628,-0.005817,-0.005247,0.001317,-0.005652,-0.007686,-0.004716,-0.000377,-0.015974,-0.003134,0.001909,0.002895,0.017296,-0.019373,0.004056,0.008557
2024-04-19,0.011006,0.013521,0.00091,0.008908,-0.002414,0.004522,0.01116,-0.006832,-0.00376,0.010859,0.009297,0.016666,0.00156,-0.001279,-0.002251,0.002535,0.005632,-0.020438,-0.009524,0.006923,0.007573,-0.00466,-0.008609,-0.010069
2024-04-22,-0.015273,-0.00752,-0.02517,-0.00386,0.000315,-0.004064,0.011981,-0.016145,0.012849,0.000609,0.00221,-0.007461,-0.00596,-0.02494,0.003792,0.01335,0.003008,-0.002539,-0.003022,-0.004472,0.015355,-0.003682,0.007301,0.014208
2024-04-23,0.005925,-0.011193,-0.002336,-0.006963,0.005563,-0.003301,-0.005878,0.010651,-0.000308,-0.006074,-0.007114,-0.005703,0.003572,-0.022811,0.005291,-0.011822,-0.006201,-0.004648,-0.020796,-0.019728,0.010614,-0.001242,0.003384,-0.004285
2024-04-24,-0.014565,8.6e-05,-0.013076,0.002271,0.010114,0.00219,-0.005757,-0.000427,0.004027,-0.004193,-0.001618,-0.002605,-0.010007,0.024655,0.002333,0.014935,-0.016765,0.001659,-0.01931,0.005577,0.004928,-0.013731,0.006566,0.010085
2024-04-25,0.004686,-0.001837,-0.000726,0.003584,0.001926,-0.007962,-0.013198,0.022836,-0.010646,0.000948,-0.000417,-0.000125,0.01368,-0.001332,0.008011,-2e-05,-0.018831,-0.012664,-0.015481,-0.003295,0.009958,0.023631,0.005063,0.019288
2024-04-26,0.013766,0.017562,0.001352,-0.004143,0.001547,-0.003591,0.004156,0.018523,0.007383,-0.01087,-0.007937,-0.000527,-0.010325,0.018666,-0.006082,0.002011,-0.002106,0.020506,-0.005179,0.002772,0.005485,-0.00851,0.022991,0.019141
2024-04-29,0.008245,0.003254,0.007888,0.002086,-0.009973,0.008137,0.018919,0.022788,-0.006626,0.019576,-0.01266,0.00202,0.005994,-0.007871,-0.002593,-0.008048,0.010411,0.003551,0.006149,0.020521,0.008674,-0.014721,0.004863,-0.003012
2024-04-30,0.017526,0.003841,0.011067,-0.017841,-0.007209,0.002264,0.000521,-0.007722,-0.020092,-0.003265,-0.002639,0.003776,-0.00277,-0.027887,-0.008967,0.004399,0.005744,0.004937,-0.006252,0.014422,0.021452,-0.004246,-0.005979,0.00439
2024-05-01,0.006828,-0.01055,-0.022737,-0.014469,0.002502,-0.002039,0.000216,0.015997,-0.004292,-0.023934,0.006204,0.01769,-0.005397,-0.001042,-0.013378,-0.000209,0.00734,0.010545,-0.001986,0.000331,0.00561,0.000611,0.005422,-0.01023
2024-05-02,-0.01732,-0.004971,-0.005527,0.017288,0.029661,0.005682,0.016372,-0.005325,0.002367,0.000459,0.006455,-0.013953,-0.015328,-0.003098,-0.00074,-0.001702,0.026378,-0.009519,-0.015064,-0.003922,-0.001771,0.00648,-0.009525,0.023459
2024-05-03,0.0151,0.006455,0.008193,-0.007781,-0.012854,0.014743,-0.004399,-0.020427,-0.021406,-0.014952,0.00838,0.007498,0.001739,0.008209,-0.005399,-0.008301,0.00967,-0.010983,-0.001518,-0.009117,0.010434,-0.007811,-0.014796,-0.01379
2024-05-06,-3e-06,-0.010807,-0.029951,-0.004838,0.022007,0.015136,-0.007016,0.00855,0.006688,0.008938,-0.00158,-0.01096,-0.00065,-0.016505,-0.014194,-0.00757,-0.006411,0.009992,-0.002458,0.007292,-0.009386,0.000589,-0.017517,-0.0195
2024-05-07,-0.003413,0.009989,0.01467,-0.011489,-0.018031,0.001431,0.018894,-5e-05,0.011658,0.003997,0.028412,0.001516,-0.001843,0.009552,-0.006697,-0.014615,0.012459,0.01274,-0.016156,0.00391,-0.004658,-0.005365,0.005903,0.010065
2024-05-08,0.01546,-0.005268,0.00798,-0.009499,-0.01032,-0.004505,0.007378,1.8e-05,-0.000981,0.010459,0.003185,0.006858,-0.002268,-0.000993,-0.001823,-0.00919,0.001531,-0.013187,-0.004506,0.00027,-0.012864,-0.001785,0.003504,-0.014336
2024-05-09,0.014325,0.008457,-0.009201,0.013814,-0.001911,0.013975,-0.007281,0.003959,-0.013014,0.008954,-0.016531,-0.004856,-0.000393,-0.011076,-0.013678,0.013093,0.024547,-0.00341,0.000621,0.010563,0.016535,-0.002091,-0.001908,-0.002046
2024-05-10,-0.009382,-0.002817,-0.014082,0.000557,0.006618,-0.022957,0.003288,-0.002834,-0.001135,-0.009224,-0.015605,-0.00513,-0.010731,0.007819,-0.012975,-0.018152,-0.012906,0.006191,-0.008897,0.003198,-0.007763,0.010257,0.005694,-0.000902
2024-05-13,-0.001933,0.011355,0.001227,-0.019709,-0.007092,-0.006052,-0.008042,-0.00169,0.017916,-0.014764,-0.007319,0.0037,0.009256,0.027555,-0.005829,0.012473,0.003304,-0.004069,0.020308,-0.008297,0.01162,-0.00662,0.004191,0.002365
2024-05-14,0.006854,-0.021774,0.006078,-0.009747,0.017805,-0.00869,0.013971,-0.000839,-0.016143,0.010724,-0.001402,-0.000615,-0.02415,-0.013895,-0.003205,-0.011061,0.004779,0.008394,-0.022526,-0.013575,-0.000274,0.013556,-0.001863,0.007229
2024-05-15,0.007185,-0.001486,-0.024041,0.005065,0.008006,-0.016174,-0.002204,0.000665,0.013336,0.001125,0.007521,-0.016993,-0.006008,0.017776,0.01408,-0.007002,-0.004555,0.002513,-0.01179,0.007638,-0.009175,0.006613,-0.014849,0.012777
2024-05-16,0.015395,-0.015065,-0.00686,-0.014219,0.006792,0.019936,0.00529,-0.006096,-0.003591,-0.009845,0.006841,-0.006922,0.004549,-0.018216,-0.003214,0.005477,-0.002251,-0.012831,0.002337,0.009845,0.008562,0.014612,0.019136,-0.013027
